;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
EVTOPTC91355;Ò²ĞíÎÒ¿ÉÒÔÇóÓÚ [From.GetHerHis] Ì°À·µÄÒ»Ãæ...;Peut-être pourrai-je faire appel ?son côt?cupide...;Vielleicht nützt mir [From.GetHerHis] Gier ...;;Tal fez puedo atraer a [From.GetHerHis] lado codicioso;;;;;;;;;x
EVTDESC_CM_1123;Çå³¿,ÄãÄ¸Ç×ÔÚÄãĞÑÀ´Ç°¾ÍÔçÔçÀëÈ¥. Ëı±íÏÖµÄÓĞµãÆæ¹Ö. Äã¸Ğµ½¸¹²¿ÌÛÍ´, ÉíÌåĞéÈõ. ÊÇ²»ÊÇÒòÎª³ÔÁË»òºÈÁËÊ²Ã´²»ºÃµÄ?;Votre mère est partie tôt ce matin, avant votre réveil. La revoir ainsi en ces circonstances était étrange. Vous ressentez une douleur sourde ?l'estomac, ainsi qu'une certaine faiblesse. Peut-être que votre repas de la veille a du mal ?passer...;Eure Mutter ist bereits früh am Morgen aufgebrochen, als Ihr noch schlieft. Euer Treffen mit Ihr hinterlässt ein merkwürdiges Gefühl. Ebenso merkwürdig wie das Gefühl in Eurem Magen. Außerdem fühlt Ihr Euch irgendwie schwach ... Vielleicht habt Ihr etwas Falsches gegessen oder getrunken.;;Tu madre parti?temprano esta mañana, antes de que t?te levantaras. Fue raro verla otra vez as? Además, tienes un extraño y ligero dolor de estómago y te sientes cada vez más débil. Puede que sea algo que hayas comido o bebido.;;;;;;;;;x
EVTOPTA_CM_1123;Õâ²»Ì«¶Ô..;Quelque chose ne va pas...;Irgendetwas stimmt nicht ...;;Algo no va bien...;;;;;;;;;x
BM_BM_CHARLEMAGNE_DESC;ÔçÆÚÖĞÊÀ¼ÍÊ¼ÓÚ5ÊÀ¼ÍÎ÷ÂŞÂíµÄ»ÙÃğ¡£ÕâÒ»Ê±ÆÚÔçÆÚ°éËæ×ÅÈÕ¶úÂüºÍË¹À­·òÃñ×å¿çÔ½Å·ÖŞµÄÇ¨áã¡£ÕâĞ©Ãñ×åÀï°üÀ¨ÔÚÄÏ²¿Å·ÖŞ¶¨¾ÓµÄ¸çÌØÈËºÍÂ×°ÍµÚÈË£¬ÔÚ¸ßÂ¬¶¨¾ÓµÄ·¨À¼¿ËÈË¡£¶Éº£Õ¼Áì²»ÁĞµßµÄÈø¿ËÉ­ÈË¡£Óë´ËÍ¬Ê±£¬¶«ÂŞÂíÊÜµ½¸çÌØÈËÓë°¢ÍßÈËµÄ¹¥»÷£¬ÓÖ±»ÆÈµÖ¿¹¹Å²¨Ë¹ÈË¡£ÒÁË¹À¼½ÌµÄáÈÆğ´øÀ´µÄÊÇ°¢À­²®ÈËºáÉ¨²¢Í³ÖÎÖĞ¶«Óë±±·Ç¡£ÔÚ¶«·½µÄÓ¡¶È£¬Êı¸ö´óÍõ³¯ĞËÆğ£¬ÆäÖĞ°üÀ¨8ÊÀ¼ÍÍíÆÚ³öÏÖµÄÂŞÊªÍÓÂŞ¾ĞÍÓ¡£¶øÔÚ²İÔ­ÉÏ£¬¿ÉÈøÈËÕ¸Â¶Í·½Ç£¬ÔÚË¹¿°µØÄÉÎ¬ÑÇ£¬Ò»¹Éº³¶¯ÊÀ½çµÄÁ¦Á¿»¹Î´³ÉÊì¡­¡­;Le haut Moyen Âge commence avec la chute de l'Empire romain d'Occident ?la fin du Ve siècle. Cette période s'ouvre avec les grandes migrations germaniques et slaves qui traversent l'Europe, et avec l'installation de peuples tels les Goths et les Lombards dans le Sud. Les Francs, eux, s'installent en Gaule et les Saxons traversent la mer et s'installent sur l'île de Bretagne. L'Empire romain d'Occident est violemment ébranl?par les attaques des Goths et des Avars, et affronte son vieil ennemi perse dans une lutte sanglante. La montée de l'islam voit les Arabes déferler sur d'immenses territoires du Moyen-Orient et d'Afrique du Nord, tandis qu'en Inde, plusieurs grandes dynasties luttent pour asseoir leur domination. Dans les steppes, les Khazars gagnent en puissance et en Scandinavie, de grands changements se préparent qui vont toucher tout le continent.;Das Frühmittelalter beginnt mit dem Fall des Weströmischen Reiches zu Beginn des 5. Jahrhunderts. In seine frühe Phase fallen die Wanderungen der germanischen und slawischen Stämme durch Europa, in deren Folge sich Goten und Lombarden in Südeuropa ansiedelten, während die Franken sich in Gallien niederließen und die Sachsen über das Meer nach England übersiedelten. Der östliche Teil des Römischen Reiches erzitterte unter dem Druck der Goten und Awaren und führte einen erbitterten Krieg gegen seinen alten Feind Persien. Der Aufstieg des Islam führte zu weitreichenden Eroberungen der Araber im Nahen Osten und in Nordafrika, während in Indien mehrere mächtige Dynastien um die Vorherrschaft stritten, wobei gegen Ende des 8. Jahrhunderts die Dynastie der Rashtrakuta an Bedeutung gewann. In den Steppen erlebten die Khasaren einen Aufschwung und in Skandinavien fand eine Entwicklung statt, die den ganzen europäischen Kontinent beeinflussen sollte ...;;La Temprana Edad Media se inici?con la caída del Imperio romano de Occidente a principios del siglo V. Al inicio de esta época tuvieron lugar las grandes migraciones germánicas y eslavas a través de Europa, con pueblos como los godos y los lombardos estableciéndose en el sur de Europa, los francos asentándose en la Galia y los sajones cruzando el mar y situándose en la Bretaña. El Imperio romano de Oriente fue violentamente sacudido por la presión de godos y ávaros, y lucharon implacablemente con el antiguo enemigo persa. El auge del islam vio cómo los árabes conquistaban enormes extensiones de territorio en Oriente Medio y norte de África, y varias dinastías compitieron por el dominio de la India, donde los Rashtrakutas se hicieron con el poder a finales del siglo VIII. En las estepas, los jázaros acumularon poder, y en Escandinavia?las cosas iban a cambiar de una manera que iba a afectar el continente entero...;;;;;;;;;x
winter_soldier_desc;Õâ¸ö½ÇÉ«¾«Í¨ÁË¶¬¼¾×÷Õ½µÄÒªËØ,ÄÜÁé»îÔËÓÃÑÏº®.;Ce personnage a maîtris?l'art du combat hivernal et sait comment utiliser la nature hostile ?son avantage.;Dieser Charakter ist ein Meister des Kriegsführung im Winter und wei? wie man die unbarmherzigen Elemente zu seinem Vorteil einsetzen kann.;; Este personaje ha dominado el arte de la lucha durante el invierno y sabe cómo sacar partido de la fuerza de los elementos.;;;;;;;;;x
tut_0a_15;¹úÍÁµÄ´óĞ¡.ÕâÊÇÄãÓëÄãµÄ·â³¼Ëù¿ØÖÆÁìµØµÄ×ÜºÍ£¬Êó±êĞüÍ£ÔÚÊı×ÖÉÏ¿ÉÒÔ¿´µ½¾ßÌåÃ¿¸ö·â³¼Ëù¿ØÖÆÁìµØµÄÊıÁ¿.;Nombre limite de vassaux. Le dépasser aura un impact négatif sur les impôts et les troupes que vous recevrez de vos vassaux. De plus, certains pourraient se rebeller ?votre mort. Remédiez ?cette situation en donnant ?vos vassaux des titres plus élevés pour leur permettre d'avoir eux-mêmes des vassaux. Placez votre pointeur sur le nombre pour comprendre d'o?provient cette restriction.;Vasallenlimit: Wenn Ihr das Limit überschreitet, hat dies einen negativen Effekt auf die Steuer- und Truppentribute von Euren Vasallen. Nach Eurem Tod verliert Ihr außerdem unter Umständen die Kontrolle über bestimmte Vasallen. Ihr könnt dies verhindern, indem Ihr Euren Vasallen höhere Titel verleiht, so dass sie eigene Vasallen haben können. Bewegt die Maus über die Zahl, um zu erfahren, wie sich das Limit errechnet.;;Límite de Vasallos. Superar el límite tendr?un efecto negativo en la cantidad de impuestos recaudados y levas conseguidas de tus vasallos y, tras la muerte, puede que pierdas el control de tus vasallos. Esto se soluciona concediendo a tus vasallos títulos de más alto rango que les permitan tener sus propios vasallos. Pasa el cursor por encima el número para ver de dónde sale el límite.;;;;;;;;;x
tut_4a_8;Èç¹ûÎÒÃÇĞèÒªÈÃËûÈË±äµÃ¸üÏ²»¶ÎÒÃÇÒ»µã£¬ÎÒÃÇ¿ÉÒÔ¸øÓèËûÃÇÈÙÓş³ÆºÅ.µã»÷¡°ÊÚÓèÈÙÓş³ÆºÅ¡±Ñ¡Ïî£¬ÏÈ¸ø¸ö½¨Òé£¬Èç¹ûÄãÏ£Íû»ñµÃÒ»¸öÉÆÒâµÄ»ØÓ¦£¬¹¬Í¢Ğ¡³ó²¢²»ÊÇÒ»¸öºÏÊÊµÄÑ¡Ôñ.¿É¸ÄÎªÌì¶ìËÇÑøÔ±.;Si par exemple nous voulons que quelqu'un nous apprécie un peu plus, nous pouvons lui donner un titre honorifique. Cliquez sur 'donner un titre honoraire'. Le titre de bouffon de la cour n'est pas le meilleur choix si vous voulez que cette personne vous apprécie. Donnez-lui plutôt le titre de gardien des cygnes.;Wenn wir beispielsweise unser Ansehen bei einer bestimmten Person erhöhen möchten, können wir ihr einen Ehrentitel verleihen. Klickt hierzu auf die Schaltfläche 'Ehrentitel verleihen'. Es wäre nicht besonders nett, jemandem, der uns gewogen bleiben soll, den Titel Hofnarr zu verleihen. Klickt stattdessen auf 'Königlicher Schwanenhüter'.;;Si, por ejemplo, queremos a un personaje de gustarnos un poco más, le podemos conceder un título honorario. Haz clic en el botón "conceder título honorario". El título de Bufón de la Corte no es el más adecuado para concederlo a alguien a quien quieres caer bien. En vez de ello haz clic en Cuidador de los Cisnes.;;;;;;;;;x
;#tut_5a_16;To the right you can see a tab named Fleets. Click that and you will see buttons for raising fleets instead of army levies. Raise the fleet of your vassal the Earl of Fife and move them to Gowrie as well.;;Rechts seht Ihr einen Reiter zur Erstellung pers?nlicher Flottenverb?nde. Wenn Ihr ihn anklickt, erscheinen Schaltfl?chen zum Ausheben einer Flotte statt einer Armee. Rekrutiert die Flotte Eures Vasallen, des Grafen von Fife, und sendet sie ebenfalls nach Gowrie.;;A la derecha puedes ver una pesta?a llamada Flotas. Haz clic ah¨ª y ver¨¢s los botones de armar flotas en lugar de las levas de los ej¨¦rcitos. Crea la flota de tu vasallo el Conde de Fife y trasl¨¢dala a Gowrie.;;;;;;;;;x;
tut_5a_21;ÔÚÉÏ²¿£¬Äã¿ÉÒÔ¿´µ½½âÉ¢ºÍ½¨Á¢ĞÂ´¬¶ÓµÄÑ¡Ïî.È»ºóÄã¿ÉÒÔ¿´µ½½¢¶ÓÀïÓĞ¶àÉÙËÒ´¬£¬ÔÚµ×²¿Äã¿ÉÒÔ¿´µ½ÆäÔËÊäÄÜÁ¦.ÕâĞ©½«¾ö¶¨ÄãµÄ½¢¶Ó¿ÉÒÔÔËÊä¶àÉÙ²¿¶Ó.ºÜÒÅº¶Ä¿Ç°µÄ½¢¶ÓÖ»ÄÜÔËÊä300ÈË£¬ÕâµÍÓÚÄãµÄ¾ü¶ÓÊıÁ¿£¬ËùÒÔÖØĞÂÑ¡ÔñÄãµÄ²¿¶Ó.;Ici se trouve la barre d'organisation, le bouton de démantèlement et le bouton de division (créer une unit?. Ensuite se trouvent des données sur le nombre de navires, et plus bas, la charge utilisable. Cette dernière valeur correspond aux troupes que vous pouvez transporter avec cette flotte. Malheureusement, ce nombre est inférieur au nombre de soldats que vous possédez. Sélectionnez votre armée ?nouveau.;Hier findet Ihr die Verwaltungsleiste, eine Schaltfläche zur Truppenauflösung sowie eine Schaltfläche zum Aufteilen (und Neuerstellen) einer Einheit. Außerdem gibt es Informationen über die Anzahl der Schiffe und im unteren Bereich auch über die Ladekapazität der Flotte. Sie gibt Aufschluss darüber, wie viele Soldaten auf die Schiffe geladen werden können. Leider ist diese Zahl kleiner als die der Männer in Eurer derzeitigen Armee, Ihr müsst die Armee also noch einmal auswählen. ;;Tienes la barra de organización, el botón de disolver unidad y el botón dividir (crear nueva unidad). As?tienes información sobre el número de barcos y en la parte inferior tenemos la capacidad de carga. Éste es el número de tropas que caben en los barcos de esta flota. Desafortunadamente este número es menor al número de hombres que actualmente conforman tu ejército, as?que selecciona el ejército de nuevo.;;;;;;;;;x
;#tut_4a_4;To get started, right click your half-brother, Earl Malmure of Atholl. You will find him at the bottom left of the family tab, under the header 'siblings'. You will see two icons. The left one will take you to his character screen. The right one is for diplomacy actions though, so click that. (The portrait you see here is just an example, not the actual Earl.);;Klickt als ersten Schritt bitte auf Euren Stiefbruder, Graf Malmure von Atholl. Ihr findet ihn unten links im Familienreiter, unter der ¨¹berschrift ?Geschwister¡®. Hier seht Ihr zwei Symbole. Das linke Symbol bringt Euch zum Charakterbildschirm,  das rechte wird f¨¹r diplomatische Aktionen verwendet. W?hlt bitte das rechte Symbol (Diplomatie) aus. (Das hier angezeigte Bild hat nur Beispielfunktion und zeigt nicht den echten Grafen.);;Para comenzar, haz clic sobre tu hermanastro, Earl Malmure de Atholl, con el bot¨®n derecho. Le encontrar¨¢s en la parte inferior izquierda de la pesta?a Familia, bajo el encabezado 'hermanos'. Ver¨¢s dos iconos: el de la izquierda te llevar¨¢ a la pantalla de tu personaje, mientras que el de la derecha ofrece acciones diplom¨¢ticas. Haz clic en este ¨²ltimo. (El retrato que aqu¨ª ves es solo un ejemplo, no es el Conde.);;;;;;;;;x;
;#TRIBAL_VASSAL_CONTROL_ON;Gives total control over tribal vassal levies.\n;;Verleiht vollst?ndige Kontrolle ¨¹ber die Stammestruppen von Vasallen.\n;; Da un control total sobre las levas tribales vasallas.\n;;;;;;;;;x;
;#TRIBAL_VASSAL_CONTROL_OFF;Tribal vassals will not provide levies and instead serve as your allies.\n;;Stammesvasallen liefern keine Truppen, sondern z?hlen als Verb¨¹ndete.\n;;Los vasallos tribales no proporcionar¨¢n levas pero s¨ª te servir¨¢n como aliados.\n;;;;;;;;;x;
;#enables_centralization_laws;Enables Centralization Laws for Dukes and above.;;Aktiviert Zentralisierungsgesetze f¨¹r Herz?ge und h?here R?nge.;;? ? Habilita las Leyes de Centralizaci¨®n para Duques y superiores.;;;;;;;;;x;
;#disables_centralization_laws;Disables Centralization Laws.;;Deaktiviert Zentralisierungsgesetze.;;Deshabilita las Leyes de Centralizaci¨®n? ? ? ;;;;;;;;;x;
BAD_SERVER_PASSWORD;ÃÜÂë´íÎó,ÇëÔÙÊÔ.;Mot de passe invalide, réessayez.;Ungültiges Passwort. Bitte versuchen Sie es erneut.;;Contraseña inválida, por favor intente otra vez;;;;;;;;;x
OBSERVE;¹Û²ìÓÎÏ·;Mode spectateur;Spiel beobachten;;Observar Juego;;;;;;;;;x
EVTTOOLTIP91374A;[Root.Spouse.GetName] ±»ÒªÇó²»Òª¹Ü [From.GetName].;On a demand??[Root.Spouse.GetName] de laisser [From.GetName] tranquille.;[Root.Spouse.GetName] wurde aufgetragen, [From.GetName] in Ruhe zu lassen.;; Se pide a [Root.Spouse.GetName] que deje en paz a [From.GetName].;;;;;;;;;x
EVTTOOLTIP91374B;[Root.Spouse.GetName] ±»¸æÖª [From.GetName]µÄ¼Æ»®..;On a inform?[Root.Spouse.GetName] des projets de [From.GetName].;[Root.Spouse.GetName] wurde über die Pläne von [From.GetName] informiert.;; Se informa a [Root.Spouse.GetName] de los planes de [From.GetName].;;;;;;;;;x
LEARNING_SCENARIO;½ÌÑ§Õ½ÒÛ;Scénario d'apprentissage;Übungsszenario;;Escenario de Aprendizaje;;;;;;;;;x
tb_steppe_barracks_1;±øÓª;Caserne;Kaserne;;Cuarteles;;;;;;;;;x
tb_steppe_barracks_2;±øÓª;Caserne;Kaserne;;Cuarteles;;;;;;;;;x
tb_steppe_barracks_3;±øÓª;Caserne;Kaserne;;Cuarteles;;;;;;;;;x
tb_steppe_barracks_4;±øÓª;Caserne;Kaserne;;Cuarteles;;;;;;;;;x
tb_steppe_stable_1;Âí¾Ç;Écurie;Ställe;;Establo;;;;;;;;;x
tb_steppe_stable_2;Âí¾Ç;Écurie;Ställe;;Establo;;;;;;;;;x
tb_steppe_stable_3;Âí¾Ç;Écurie;Ställe;;Establo;;;;;;;;;x
tb_steppe_stable_4;Âí¾Ç;Écurie;Ställe;;Establo;;;;;;;;;x
tb_arsenal_1;ÎäÆ÷½³;Armurier;Waffenschmied;;Armero;;;;;;;;;x
tb_arsenal_2;ÎäÆ÷½³;Armurier;Waffenschmied;;Armero;;;;;;;;;x
tb_arsenal_3;ÎäÆ÷½³;Armurier;Waffenschmied;;Armero;;;;;;;;;x
tb_arsenal_4;ÎäÆ÷½³;Armurier;Waffenschmied;;Armero;;;;;;;;;x
tb_hillfort_1_desc;Ò»¸ö¼òµ¥µÄÍÁº»³ÇÕ¯Ö»ÄÜÌá¹©ÉÙĞí·ÀÎÀ.;Un fort rudimentaire en terre battue construit sur une colline fournit une défense limitée contre nos ennemis.;Eine einfache, aus Erde aufgeschüttete Hügelfestung bietet gewissen Schutz vor Feinden.;;Un simple castro de adobe proporcionar?una defensa limitada contra nuestros enemigos.;;;;;;;;;x
tb_hillfort_2_desc;ÓĞÁËÄ¾Î§Ç½,ÍÁº»³ÇÕ¯ÄÜÓĞ¸ü¶à·À»¤.;Avec une palissade en bois, notre fort sera mieux défendu.;Durch eine Holzpalisade bietet unsere Hügelfestung noch mehr Schutz.;;Con empalizadas de madera nuestro castro ofrecer?una mayor defensa.;;;;;;;;;x
tb_hillfort_3_desc;ÓÃÊ¯ÁÏÔöÇ¿Ä¾Ç½ÄÜ½øÒ»²½±£»¤³ÇÕ¯;Une palissade en bois renforcée par de la pierre renforcera notre fort.;Eine Verstärkung der Holzpalisade würde unsere Festung noch besser schützen.;;Reforzando nuestras empalizadas de madera con piedras fortaleceremos la fortaleza.;;;;;;;;;x
tb_hillfort_4_desc;ÓÃÊ¯Ç½,³ÇÕ¯±ãÄÜ¾Ã¹¥²»ÆÆ;Grâce ?ses murs de pierre, notre fort sera résistant.;Die Verwendung von Stein wird unsere Hügelfestung stärken.;; Con el uso de muros de piedra, nuestro poblado fortificado se mantendr?fuerte.;;;;;;;;;x
tb_market_town_1_desc;½¨Á¢ÓÀ¾ÃĞÔµÄ´åÂäÊÇÃ³Ò×½ø²½µÄ¸ù±¾.;Établir un village permanent dans notre colonie est essentiel pour le développement du commerce.;Die Gründung eines Dorfes ist entscheidend für die Förderung des Handels in unserer Siedlung.;;Para mejorar nuestro comercio, es de vital importancia que establezcamos un pueblo estable en nuestro asentamiento.;;;;;;;;;x
tb_market_town_2_desc;½øÒ»²½À©Õ¹´åÂäµ½Ğ¡Õò,ÊÕÈİ¸ü¶àÈË¿ÚÄÜ¼ÓÇ¿Ã³Ò×.;Agrandir le village pour en faire une ville permettra ?davantage d'habitants de s'installer, ce qui développera le commerce.;Der Ausbau des Dorfes zu einem Städtchen erlaubt die Ansiedlung weiterer Einwohner. Dies fördert den Handel.;;Impulsar una expansión de aldea a ciudad, permitir?albergar más habitantes y mejorar nuestro comercio.;;;;;;;;;x
tb_market_town_3_desc;»¨·ÑÔÚ½¨ÉèÉÏ,ÄÜÈÃĞ¡Õò³É³¤Îª³ÇÊĞ,ÎüÒı¸ü¶àÉÌÈË;Avec un peu d'investissement, la ville deviendra une cit? Elle abritera de nombreux commerçants, et notre commerce ne s'en portera que mieux.;Durch eine kleine Investition wird aus dem Städtchen eine Stadt, die viele Händler anzieht und unseren Handel fördert.;;Con algunas monedas, la ciudad se convertir?en una metrópoli con multitud de comerciantes y mejorar?nuestro comercio.;;;;;;;;;x
tb_market_town_4_desc;³ÇÊĞ»áÀ©Õ¹¸ü´ó,ÓµÓĞÃ³Ò×ÖĞĞÄËù±ØĞëµÄĞí¶àÃ³Ò×Õ¾µã.;La cit?va grandir et accueillir de nombreux comptoirs commerciaux, comme tout comptoir commercial qui se respecte.;Die Stadt wird sich entwickeln und viele Handelsniederlassungen gründen, so wie es bei einem Handelszentrum üblich ist.;;La ciudad crecer?de manera sustancial y albergar?muchos puestos comerciales, como todo centro comercial que se precie.;;;;;;;;;x
tb_market_town_1;ÊĞ³¡´åÂä;Village marchand;Marktdorf;;Aldea Comercial;;;;;;;;;x
tb_market_town_2;ÊĞ³¡Õò;Ville marchande;Marktstädtchen;;Ciudad Comercial??;;;;;;;;x
tb_market_town_3;ÊĞ³¡³ÇÊĞ;Cit?marchande;Marktstadt;;Metrópoli Comercial;;;;;;;;;x
tb_market_town_4;´óĞÍÊĞ³¡³ÇÊĞ;Grande cit?marchande;Große Marktstadt;;Gran Metrópoli Comercial;;;;;;;;;x
tb_arsenal_desc;ÎäÆ÷ÔÚÕâÀï±»ÖıÔì,Î¬»¤ºÍ´¢²Ø,ÒÔ±¸Õ½ÊÂ.;Ici, on fabrique, on répare et on entrepose des armes en préparation des guerres ?venir.;Hier werden Waffen geschmiedet, repariert und für den Kriegsfall aufbewahrt.;; Aqu?es donde se fabrican, se reparan y almacenan las armas para la guerra.;;;;;;;;;x
tb_training_grounds_desc;ÎÒÃÇµÄÃñ±øÔÚÕâÀï¼¯½áÑµÁ·.;Nos miliciens viennent ici s'entraîner et s'armer.;Hier versammelt sich unsere Miliz zu Übungen und zur Bewaffnung.;;????Nuestra milicia se congrega aqu?para armarse y entrenarse.;;;;;;;;;x
tb_barracks_desc;ÓÂÊ¿ÔÚÕâÀïÑµÁ·±¸Õ½.;C'est ici que nos hommes forts se rassemblent pour rejoindre l'armée lorsque la guerre éclate.;Hier versammeln sich die kräftigen Männer, die sich im Kriegsfall unserer Armee anschließen.;;Aqu?es donde nuestros fuertes hombres se reúnen para alistarse a nuestro ejército en tiempos de guerra.;;;;;;;;;x
tb_militia_barracks_desc;ÔÚÕâÀï,ÎÒÃÇµÄÈËÃñÎªÕ½¶·×ö×¼±¸.;C'est ici que nos colons se préparent ?la guerre.;Hier bereiten sich unsere Siedler auf den Krieg vor.;;Aqu?es donde nuestros aldeanos se preparan para la guerra.;;;;;;;;;x
CB_NAME_DECADENCE_USURPTION;¸¯»¯¶áÈ¨;Usurpation par décadence;Dekadenz-Usurpation;;Usurpación de Decadencia;;;;;;;;;x
WAR_NAME_DECADENCE_USURPTION;$ORDER$$FIRST_ADJ$ ¸¯»¯¶áÈ¨;$ORDER$Usurpation $FIRST_ADJ$ par décadence;$ORDER$$FIRST_ADJ$ Dekadenz-Usurpation;;$ORDER$$FIRST_ADJ$ Usurpación de Decadencia;;;;;;;;;x
cb_decadence_usurption_desc;ÄÂË¹ÁÖ¿ÉÒÔÓÃÕâ¸öÕ½ÕùÀíÓÉ´Û¶á¸¯»¯µÄÍ¬×åÍ·ÏÎ.;Les musulmans peuvent utiliser ce casus belli pour usurper des titres aux membres décadents de leur dynastie.;Muslime können diesen Kriegsgrund verwenden, um Titel einer dekadenten Dynastie zu übernehmen.;;Los musulmanes pueden usar este Casus Belli para usurpar títulos de sus miembros dinásticos decadentes.;;;;;;;;;x
tribal_organization_desc;²¿Âä×éÖ¯·¨ÕıÈç·â½¨ÍõÈ¨·¨. Ö»²»¹ı¼´±ã×éÖ¯Á¼ºÃµÄ²¿ÂäÈÔÈ»È±·¦¶Ô·â³¼µÄ¿ØÖÆ.;L'organisation tribale est le pendant des lois féodales touchant ?l'autorit?de la Couronne. Cependant, même les tribus les plus organisées n'ont que peu de contrôle sur leurs vassaux.;Stammes-Organisation ist das Äquivalent zur feudalen Kronautorität. Allerdings haben selbst gutorganisierte Stämme nur wenig Kontrolle über ihre Vasallen.;;La Organización Tribal es la homóloga a las leyes de la Autoridad de la Corona feudal. No obstante, hasta las tribus mejor organizadas tienen poco control sobre sus vasallos.;;;;;;;;;x
