;#CODE;ENGLISH;;GERMAN;;SPANISH;;;;;;;;;;
character_owe_favor;此人将会欠你一个 人情?。;Ce personnage vous devra une faveur?.;Dieser Charakter wird Euch einen Gefallen? schuldig sein.;;ste personaje te deber?un Favor?;;;;;;;;;x
alert_high_infamy_delayed;威胁度? 效果:\n\n- 当超过 $COALITION_INFAMY_LIMIT|%Y0$ 威胁度?时 其他领主会签订 共同防御协定? 来保护自己. 每个宗教组有各自分开的 共同防御协定? 且只会保卫成员来自相同的 共同防御协定?.\n\n- 当超过 $OTHER_COALITION_JOIN_INFAMY|%Y0$ 威胁度? 所有 共同防御协定? 来自其他宗教组 将会在您发动进攻某个成员时集体反击.\n\n- 当超过 $EVERY_COALITION_EXCEPT_HEADS_JOIN_INFAMY|%Y0$ 威胁度?时 所有 共同防御协定? 包括您自己的宗教组 也会在您发动进攻某个成员时集体反击.\n\n- 当超过 $EVERY_COALITION_JOIN_INFAMY|%Y0$ 威胁度?时 你将被认为臭名昭著 连你自己的宗教首领 和本宗教的骑士团 会主动加入 针对你的 共同防御协定? .\n\n- 随着你 威胁度? 的提升, 更大或者更遥远的国度 将被允许加入针对你的 共同防御协定? .\n\n- 当你的 威胁度? 下降时, 更大或者更遥远的国度 将被强制离开 针对你的 共同防御协定? .\n\n--------------\n威胁度? 随着时间会缓慢下降 但是你可以手动降低它 通过给予非法理领地的独立.;Effets de la Menace??\n\n- Avec une Menace? de plus de $COALITION_INFAMY_LIMIT|%Y0$, les autres pays peuvent former un pacte d閒ensif? pour se prot間er de vous. Chaque groupe religieux poss鑔e son propre pacte d閒ensif? et d閒endra uniquement les membres appartenant au m阭e pacte d閒ensif?.\n\n- Avec une Menace? de plus de $OTHER_COALITION_JOIN_INFAMY|%Y0$, tous les pactes d閒ensifs? des autres groupes religieux s'unissent si vous attaquez l'un d'eux.\n\n- Avec une Menace? de plus de $EVERY_COALITION_EXCEPT_HEADS_JOIN_INFAMY|%Y0$, tous les pactes d閒ensifs?, dont celui de votre propre groupe religieux, s'unissent si vous attaquez l'un d'eux.\n\n- Avec une Menace? de plus de $EVERY_COALITION_JOIN_INFAMY|%Y0$, vous repr閟entez une menace suffisamment importante pour que votre propre chef religieux et les ordres sacr閟 de votre groupe religieux d閒endent les autres pactes d閒ensifs? contre vous.\n\n- ?mesure que votre Menace? augmente, les pays les plus vastes ou les plus distants sont autoris閟 ?rallier le pacte d閒ensif? contre vous.\n\n- ?mesure que votre Menace? diminue, les pays les plus vastes ou les plus distants sont contraints de quitter le pacte d閒ensif? contre vous.\n\n--------------\nVotre Menace? diminuera progressivement, mais vous pouvez acc閘閞er le processus en accordant l'ind閜endance aux terres ne faisant pas partie de votre territoire de jure.;Effekte der Bedrohung?:\n\nMit mehr als $COALITION_INFAMY_LIMIT|%Y0$ Bedrohungen? k鰊nen andere Reiche einen Verteidigungspakt? schlie遝n, um sich vor Euch zu sch黷zen. Jede religi鰏e Gruppierung hat ihren eigenen Verteidigungspakt? und wird nur Mitglieder des gleichen Paktes verteidigen.\n\n- Bei 黚er $OTHER_COALITION_JOIN_INFAMY|%Y0$ Bedrohungen? werden sich alle Verteidigungspakte? anderer Religionen zusammenschlie遝n, sobald Ihr einen von ihnen angreift.\n\n- Bei mehr als $EVERY_COALITION_EXCEPT_HEADS_JOIN_INFAMY|%Y0$ Bedrohungen? wird sich sogar Eure eigene religi鰏e Gruppierung anschlie遝n, sobald Ihr angreift.\n\nBei mehr als $EVERY_COALITION_JOIN_INFAMY|%Y0$ Bedrohungen? seid Ihr bedrohlich genug, dass sogar das religi鰏e Oberhaupt Eurer Gruppierung heilige Order gegen andere Verteidigungspakte? rechtfertigt.\n\n- Je mehr Eure Bedrohung? ansteigt, umso eher werden Euch gr鲞ere und weiter entfernte Reiche in Verteidigungspakten? gegen黚erstehen.\n\nJe mehr sich Eure Bedrohung? verringert, umso mehr gro遝 und weit entfernte Reiche werden die Verteidigungspakte? gegen Euch verlassen m黶sen.\n\n--------------\nBedrohung? nimmt mit der Zeit ab, kann aber auch manuell verringert werden durch die Gew鋒rung der Unabh鋘gigkeit von L鋘dern, die nicht Teil Eures De-jure Reiches sind.;;Efectos de la Amenaza?:\n\n- Con una Amenaza? por encima de $COALITION_INFAMY_LIMIT|%Y0$ Otros reinos pueden formar Pactos Defensivos?  para protegerse contra ti. Cada grupo religioso tiene tu propio Pacto Defensivo?  separado y solo defender?a miembros que pertenezcan a ese mismo Pacto Defensivo?. \n\n- Con Amenaza? por encima de $OTHER_COALITION_JOIN_INFAMY|%Y0$! todos los Pactos Defensivos?  de otros grupos religiosos se unir醤 si atacas a uno de ellos. \n\n. Con una Amenaza? por encima de $EVERY_COALITION_EXCEPT_HEADS_JOIN_INFAMY|%Y0$! todos los Pacto Defensivos? incluyendo el de tu propio grupo religioso se unir?si atacas a uno de ellos.\n\n- Con una Amenaza? por encima de $EVERY_COALITION_JOIN_INFAMY|%Y0$! se te considerar?tan amenazante que incluso propio l韉er religioso defender?髍denes religiosas de tu grupo religioso de otros Pacto Defensivos?\n\nSeg鷑 aumente tu Amenaza? mayores reinos y m醩 lejanos podr醤 unirse a un Pacto Defensivo? en tu contra.\n\n- Seg鷑 se reduzca tu Amenaza?, los reinos mayores o m醩 lejanos ser醤 obligados a salir del Pacto Defensivo? en tu contra. \n\n--------------\nAmenaza? disminuir?despacio con el paso del tiempo, pero puedes reducirla manualmente concediendo independencia a tierras que no pertenezcan a tu reino De Jure.;;;;;;;;;x
INTERACTION_COALITION_REQUIRES_COUNTY_COMPARE;[Actor.GetTitledFirstName]? 可以最大达到 $RATIO|Y%0$ 的土地大小 相比 [Recipient.GetTitledFirstName]?;[Actor.GetTitledFirstName]? peut atteindre au plus $RATIO|Y%0$ de la taille de [Recipient.GetTitledFirstName]?;[Actor.GetTitledFirstName]? kann maximal $RATIO|Y%0$ der Gr鲞e von [Recipient.GetTitledFirstName]? einnehmen;;[Actor.GetTitledFirstName]? debe tener como mucho $RATIO|Y%0$ del tama駉 de  [Recipient.GetTitledFirstName]?;;;;;;;;;x
COUNCIL_ELECTIVE;枢密院选举制;Conseil 閘ectif;Ratswahl;;Consejo electivo;;;;;;;;;x
WANTS_PARDON;我不想坐牢;Je ne veux pas me faire emprisonner?;Ich will nicht in Gefangenschaft geraten;;No quiero ser encarcelado;;;;;;;;;x
COUNCIL_ELECTIVE_DESC;枢密院选举制 是一种独特的继承制 仅可通过颁布特定法律而实现. 领主和每名枢密院成员 可提名一位继承人 从直属封臣 婚生子女 以及领主的配偶中选择. 每位枢密院成员拥有一票, 不管他们有没有领地. 这种选举继承法将不考虑投票者的头衔, 无论领主还是枢密院成员每人都只有一票. 枢密院选举制非常受封臣的欢迎.;Le Conseil 閘ectif est une forme sp閏iale de succession qui peut uniquement 阾re possible en promulguant certaines lois. Le souverain et chaque membre du Conseil peuvent nommer un successeur parmi les vassaux directs, les enfants l間itimes, ainsi que les fr鑢es et s渦rs du souverain. Tous les membres du Conseil, avec ou sans terre, peuvent voter. Dans cette forme de succession 閘ective, il n'y a pas de titres d掗lecteurs, le souverain et les membres du Conseil ayant chacun droit ?une voix. La succession par Conseil 閘ectif est tr鑣 appr閏i閑 des vassaux.;Die Ratswahl ist eine spezielle Form der Nachfolge, die nur durch entsprechende Gesetze erwirkt werden kann. Der Herrscher und jedes Ratsmitglied kann einen Nachfolger von den direkten Vasallen und legitimen Kindern und Geschwistern des Herrschers nominieren. Alle Ratsmitglieder haben eine Stimme. In dieser Art von gew鋒lter Nachfolge gibt es keine Wahlvertreter, stattdessen haben Herrscher und Ratsmitglieder jeweils eine Stimme. Diese Art der Nachfolgeregelung ist unter Vasallen sehr beliebt.;;El Consejo Electivo es una forma especial de sucesi髇 que solo puede ser habilitada decretando ciertas leyes. El gobernante y cada miembro del Consejo puede presentar a un sucesor entre de los vasallos directos, hijos leg韙imos y hermanos del gobernante. Todos los miembros del Consejo tienen un voto, tengan tierras o no. En esta forma de sucesi髇 electiva no hay t韙ulos de elector, sino que gobernante y miembros del Consejo tiene cada uno un voto. El Consejo Electivo de Sucesi髇 es muy popular entre los vasallos.;;;;;;;;;x
IS_POWERFUL_VASSAL_TRIGGER;$CHAR$ 是一位强力封臣.\n;$CHAR$ est un puissant vassal.\n;$CHAR$ ist ein sehr m鋍htiger Vasall.\n;;$CHAR$ es un vasallo poderoso.\n;;;;;;;;;x
IS_NOT_POWERFUL_VASSAL_TRIGGER;$CHAR$ 不是一位强力封臣.\n;$CHAR$ n'est pas un puissant vassal.\n;$CHAR$ ist kein sehr m鋍htiger Vasall.\n;;$CHAR$ no es un vasallo poderoso.\n;;;;;;;;;x
CANNOT_JOIN_FACTION_COUNCIL_CONTENT;你是枢密院成员 枢密院投票决定宣战, 你只能在枢密院不满的时候创建或者加入派系 .?;Puisque vous si間ez au Conseil et que ce dernier est amen??voter les d閏larations de guerre, vous ne pouvez cr閑r ou rejoindre des factions que lorsque le Conseil est insatisfait.?;Da Ihr dem Rat angeh鰎t und der Rat zu Kriegserkl鋜ungen abstimmen darf, k鰊nt Ihr aktuell keine Fraktionen gr黱den oder ihnen beitreten, solange der Rat nicht unzufrieden ist.;;Mientras est閟 en el Consejo y el Consejo pueda votar sobre Declaraciones de guerra, solo podr醩 crear o unirte a facciones mientras el Consejo est?Descontento.;;;;;;;;;x
INTERACTION_REQUIRES_NOT_IS_IN_PRISON;[Recipient.GetTitledFirstName]? 未被囚禁;[Recipient.GetTitledFirstName]? n'est pas en prison;[Recipient.GetTitledFirstName]? befindet sich nicht in Gefangenschaft;;[Recipient.GetTitledFirstName]? no ser?encarcelado;;;;;;;;;x
INTERACTION_REQUIRES_RECIPIENT_NOT_INCAPABLE;[Recipient.GetTitledFirstName]? 没有残障;[Recipient.GetTitledFirstName]? n'est pas incapable;[Recipient.GetTitledFirstName]? ist mitnichten unf鋒ig;;[Recipient.GetTitledFirstName]? no es incapaz;;;;;;;;;x
INSULT_SCARECROW;稻草人;d'閜ouvantail;Vogelscheuche;;espantap醞aros;;;;;;;;;x
INSULT_LOVER_OF_HEATHENS;异教情人;d'adepte du paganisme;Liebhaber von Ketzern;;amigo de infieles;;;;;;;;;x
INSULT_UNPRINCIPLED;无原则;sans principes;gewissenlos;;inmoral;;;;;;;;;x
INSULT_STUPID;愚蠢;sans cervelle;dumm;;est鷓ido;;;;;;;;;x
INSULT_LAZY;懒惰;tire-au-flanc;faul;;perezoso;;;;;;;;;x
INSULT_FARTMASTER;放屁高手;p閠omane;Furzer;;pedorro;;;;;;;;;x
INSULT_JUNGLE_SNAKE;林中毒蛇;de serpent de jungle;Dschungelnatter;;serpiente de la selva;;;;;;;;;x
INSULT_SNEAKING;鬼鬼祟祟;fourbe;schleichend;;sopl髇;;;;;;;;;x
COMPL_ARCHITECT;建筑大师;architecte;Architekt;;arquitecto;;;;;;;;;x
INSULT_SCHEMING;心机婊;machiav閘ique;Intrigenschmieder;;liante;;;;;;;;;x
INSULT_BLABBERER;废话连篇;de pie;Plappermaul;;balbuceante;;;;;;;;;x
INSULT_SILLY;蠢材;ridicule;t鰎icht;;tonto;;;;;;;;;x
INSULT_INSTIGATOR;煽动者;d'instigateur;Unruhestifter;;instigador;;;;;;;;;x
INSULT_BOOKWORM;书呆子;de rat de biblioth鑡ue;Leseratte;;rat髇 de biblioteca;;;;;;;;;x
INSULT_SQUINTEYED;斜眼;bigle;schielend;;bizco;;;;;;;;;x
INSULT_UPSTART;暴发户;d'arriviste;Empork鰉mling;;advenedizo;;;;;;;;;x
INSULT_PEABRAIN;豌豆脑;de cervelle de moineau;Erbsenhirn;;cabeza de chorlito;;;;;;;;;x
INSULT_HAYBRAIN;稻草脑;de t阾e de linotte;Heu im Kopf;;cabeza hueca;;;;;;;;;x
INSULT_CRUMMY;肮脏;minable;Lausbub;;cutre;;;;;;;;;x
COMPL_CONQUEROR;征服者;conqu閞ant;Eroberer;;conquistador;;;;;;;;;x
COMPL_AUDACIOUS;勇者;intr閜ide;waghalsig;;audaz;;;;;;;;;x
INSULT_GRABBING;抢劫犯;sans scrupules;aufsehenheischend;;pulpo;;;;;;;;;x
INSULT_BRAT;黄口小儿;de mioche;Balg;;mocoso;;;;;;;;;x
INSULT_ARROGANT;傲慢;pontife;arrogant;;arrogante;;;;;;;;;x
INSULT_GROUCHY;玻璃心;acari鈚re;Griesgram;;cascarrabias;;;;;;;;;x
INSULT_CLINGY;跟屁虫;sans-g阯e;anh鋘glich;;agarrado;;;;;;;;;x
INSULT_FLOPPY;懒散;d閎ile;energielos;;flojo;;;;;;;;;x
INSULT_TICK;讨厌;de tique;Zecke;;rezong髇;;;;;;;;;x
INSULT_CREEPY;诡异;fantasque;unheimlich;;repulsivo;;;;;;;;;x
INSULT_RUFFIAN;痞子;de voyou;Raufbold;;bruto;;;;;;;;;x
INSULT_MONGREL;杂种;de va-nu-pieds;Bastard;;chucho;;;;;;;;;x
INSULT_CRAZY;疯子;mou du bulbe;verr點kt;;loco;;;;;;;;;x
INSULT_WILD;蛮子;sauvage;wild;;salvaje;;;;;;;;;x
COMPL_CLEVER;聪慧;sagace;schlau;;inteligente;;;;;;;;;x
COMPL_LOVELY;可爱;adorable;lieblich;;encantador;;;;;;;;;x
INSULT_SCURRYING;多动症;apathique;wuselnd;;huidizo;;;;;;;;;x
INSULT_WORM;虫子;de larve;Wurm;;gusano;;;;;;;;;x
INSULT_DESERT_RAT;沙鼠;de rat du d閟ert;W黶tenratte;;rata del desierto;;;;;;;;;x
INSULT_FANATIC;狂热;de fanatique;fanatisch;;fan醫ico;;;;;;;;;x
INSULT_TROLL;丑八怪;de cancre;Troll;;duende;;;;;;;;;x
INSULT_UGLY;丑陋;horrible;h鋝slich;;feo;;;;;;;;;x
INSULT_TWOFACED;双面人;hypocrite;hinterlistig;;falsario;;;;;;;;;x
INSULT_MISERLY;吝啬;pingre;erb鋜mlich;;mezquino;;;;;;;;;x
COMPL_ELOQUENT;雄辩;volubile;redegewandt;;elocuente;;;;;;;;;x
COMPL_NICE;善良;agr閍ble;nett;;agradable;;;;;;;;;x
COMPL_THRIFTY;节俭;閏onome;sparsam;;ahorrativo;;;;;;;;;x
INSULT_GROVELING;卑躬屈膝;servile;anbiedernd;;postrante;;;;;;;;;x
INSULT_DEVIL;邪恶;de d閙on;teuflisch;;diablo;;;;;;;;;x
INSULT_GRUMBLER;牢骚满腹;de grognon;grummelig;;gru耋n;;;;;;;;;x
INSULT_SYPHILITIC;感染梅毒;syphilitique;syphilitisch;;sifil韙ico;;;;;;;;;x
INSULT_DECAYING;衰颓;en d閏omposition;schwinds點htig;;decadente;;;;;;;;;x
INSULT_SMELLY;有异味;f閠ide;stinkend;;hediondo;;;;;;;;;x
INSULT_RENEGADE;叛徒;de tra顃re;abtr黱nig;;renegado;;;;;;;;;x
INSULT_GODLESS;不信神;impie;gottlos;;ateo;;;;;;;;;x
COMPL_PRETTY;漂亮;adorable;h黚sch;;hermoso;;;;;;;;;x
COMPL_SMARTY;智慧;g閚ie;rechthaberisch;;sabelotodo;;;;;;;;;x
INSULT_FRIGID;冷冰冰;de frigide;gef黨lskalt;;fr韌ido;;;;;;;;;x
INSULT_UNMANLY;懦弱;de molasse;unm鋘nlich;;afeminado;;;;;;;;;x
COMPL_VIRTUOUS;贤德;probe;tugendhaft;;virtuoso;;;;;;;;;x
INSULT_TREEHUGGER;环保狂;d'閏olo;Umweltapostel;;ecologista fan醫ico;;;;;;;;;x
INSULT_WEIRD;怪人;閠range;seltsam;;extra駉;;;;;;;;;x
INSULT_DRIVELING;满嘴胡言;schizophr鑞e;sabbernd;;necio;;;;;;;;;x
COMPL_BLADEMASTER;刀剑大师;fine lame;Schwertmeister;;maestro de la espada;;;;;;;;;x
COMPL_CHAMPION;冠军;championne;Champion;;campe髇;;;;;;;;;x
COMPL_HUNTMASTER;捕猎大师;ma顃re-chasse;Jagdmeister;;cazador;;;;;;;;;x
INSULT_FLABBY;软弱;mi鑦re;schlaff;;fl醕ido;;;;;;;;;x
INSULT_MEANIE;小气鬼;de sans-c渦r;gemein;;abus髇;;;;;;;;;x
INSULT_DONKEY;蠢驴;d'鈔e b鈚?Esel;;burro;;;;;;;;;x
INSULT_WICKED;邪恶;perfide;ruchlos;;perverso;;;;;;;;;x
COMPL_HERO;英雄;h閞o飍ue;Held;;h閞oe;;;;;;;;;x
INSULT_SPINELESS;有傲骨;l鈉he;r點kgratlos;;sumiso;;;;;;;;;x
INSULT_NASTY;令人讨厌;inf鈓e;ekelhaft;;repugnante;;;;;;;;;x
EVTDESCHL1;[FromFrom.GetTitledName] 已经决定放弃游牧生活 并定居在 [FromFrom.PrimaryTitle.GetName] 和 [FromFrom.GetHerHis] 追随者们, 使之成为 [FromFrom.Culture.GetName] 人新的家乡.;[FromFrom.GetTitledName] a choisi d'abandonner sa vie nomade et de s'installer en [FromFrom.PrimaryTitle.GetName] avec ses suivants, instaurant une nouvelle patrie pour le peuple de culture [FromFrom.Culture.GetName].;[FromFrom.GetTitledName] hat beschlossen, dem Nomadenleben zu entsagen und sich in [FromFrom.PrimaryTitle.GetName] mit den Gefolgsleuten niederzulassen, somit dem Volke von [FromFrom.Culture.GetName] eine neue Heimat zu schaffen.;;[FromFrom.GetTitledName] ha decidido abandonar la vida n髆ada y establecerse en [FromFrom.PrimaryTitle.GetName] con [FromFrom.GetHerHis] seguidores, convirti閚dose en la nueva patria para el pueblo [FromFrom.Culture.GetName].;;;;;;;;;x
FORM_NON_AGGRESSION_PACT_INTERACTION_TITLE;提出签订共同防御协定;Proposer un pacte de non-agression;Nichtangriffspakt verhandeln;;Negociar el pacto de No agresi髇;;;;;;;;;x
malcontent_desc;愤愤不平的枢密院成员对国事现状会非常不满. 他们是枢密院中的麻烦 会一直反对领主的意愿 除非立即能够获得权力.;Le conseiller m閏ontent est insatisfait de l'閠at actuel des choses au sein du pays. Il s'opposera toujours ?la volont?du seigneur lige, sauf si cela peut lui permettre d'augmenter son propre pouvoir.;Ein Querulant als Ratsherr ist mit der Lage der Dinge im Reich unzufrieden. Solche Ratsherrn sind eine Belastung f黵 den Rat und sprechen sich bei jeder Gelegenheit gegen die Pl鋘e des Herrschers aus, es sei denn, es geht um die eigene Bef鰎derung.;;Un consejero descontento es infeliz con la situaci髇 actual en el reino. Son una fuerza molesta en el consejo y siempre se opondr醤 siempre la voluntad del gobernante a menos que les lleve a conseguir poder.;;;;;;;;;x
zealot_desc;宗教狂热的枢密院成员会努力把宗教事务摆在领内政治议程的优先项. 如果存在宗教战争的目标 这位枢密院成员将反对对其他目标开战. 这位枢密院成员同时会更倾向于 对异端和异教角色更加敌对.;Le conseiller fanatique s'efforcera d'inscrire dans les projets politiques du pays les sujets d'ordre religieux. S'il existe une cible pour une guerre religieuse, il pourrait s'opposer aux guerres contre d'autres cibles. Il sera par ailleurs davantage enclin ?accepter des actions hostiles contre les infid鑜es et les h閞閠iques.;Ein Zelot versucht, als Ratsherr religi鰏e Ziele in den Mittelpunkt der Politik zu r點ken. Wenn religi鰏 motivierte Kriege m鰃lich sind, wird er andere Kriege ablehnen. Ein solcher Ratsherr hat gegen黚er Andersgl鋟bigen eine gr鲞ere Bereitschaft, unfreundlichen Aktionen zuzustimmen.;;Un consejero fan醫ico se esforzar?en poner la religi髇 al frente de la agenda pol韙ica del reino. Si hay objetivos de guerra religiosa disponibles, este consejero puede oponerse guerras contra otros objetivos. El consejero tambi閚 estar?m醩 inclinado a aceptar acciones hostiles contra personajes paganos y herejes.;;;;;;;;;x
robust;健壮;Robuste;Muskul鰏;;Musculoso;;;;;;;;;x
feeble;脆弱;Fr鑜e;Gebrechlich;;Fr醙il;;;;;;;;;x
robust_desc;该人物身体健壮.;Ce personnage est dot?d'une solide musculature.;Dieser Charakter ist ziemlich muskul鰏.;;Este personaje es f韘icamente musculoso.;;;;;;;;;x
feeble_desc;该人物身体抱恙.;Ce personnage a un corps fr阬e.;Dieser Charakter ist ziemlich gebrechlich.;;Este personaje es f韘icamente fr醙il.;;;;;;;;;x
weak_desc;该人物天生体弱多病.;Ce personnage a une constitution fragile.;Dieser Charakter ist mit einem schwachen K鰎perbau gezeichnet.;;Este personaje ha sido maldito con una constituci髇 d閎il.;;;;;;;;;x
shrewd;精明;Ruse;Gerissen;;Juicioso;;;;;;;;;x
shrewd_desc;该人物发展出了敏锐精明的心智.;Ce personnage a l'esprit vif et aiguis?;Dieser Charakter hat einen scharfen und listigen Verstand.;;Este personaje ha desarrollado una mente afilada y astuta.;;;;;;;;;x
dull;迟钝;Simplet;D黰mlich;;Obtuso;;;;;;;;;x
dull_desc;这人不可能脱颖而出;Ce personnage n'a pas l'esprit le plus vif du royaume.;Dieser Charakter ist nicht sehr helle.;;Este personaje no es el m醩 despierto del mundo.;;;;;;;;;x
suicide;自杀;Tendances suicidaires;Selbstmord;;Suicida;;;;;;;;;x
