;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
haughty;自大;Enfant au caract鑢e hautain;躡erheblich;;altanero/a;;;;;;;;;x
EVTDESCA_ZE_12094;[From.GetFirstName]允许我买个新玩具。[From.GetSheHeCap]说我们明天可以一起去找个好点的来。;[From.GetFirstName] a propos?de m'offrir un nouveau jouet. [From.GetSheHeCap] a dit que nous pourrions aller trouver quelque chose de bien d鑣 demain.;[From.GetFirstName] bot mir an, ein neues Spielzeug zu besorgen. [From.GetSheHeCap] sagte, wir w黵den morgen eins suchen.;;[From.GetFirstName] se ofreci?a conseguirme un nuevo juguete. [From.GetSheHeCap] dijo que ma馻na pod韆mos ir a buscar algo bonito ma馻na.;;;;;;;;;x
EVTDESCB_ZE_12094;[From.GetFirstName]翻遍所有角落终于找到了我的玩具。是在垃圾堆里翻到的。;[From.GetFirstName] a fini par trouver mon jouet apr鑣 avoir cherch?partout. Il 閠ait au fond des poubelles.;[From.GetFirstName] hat 黚erall gesucht und mein Spielzeug schlie遧ich gefunden. Es war im M黮l.;;[From.GetFirstName] encontr?mi juguete despu閟 de buscarlo por todas partes. Estaba en la basura.;;;;;;;;;x
EVTDESCC_ZE_12094;[From.GetFirstName]把身子伸过整个桌子然后用[From.GetHerHis]整个手碰了一下食物。[From.GetSheHeCap]说这并不是很烫。;[From.GetFirstName] a touch?ma nourriture avec sa main en se penchant par-dessus la table. [From.GetSheHeCap] a dit que ce n'閠ait pas si chaud que 鏰.;[From.GetFirstName] streckte die Hand aus, quer 黚er die Tafel, und fasste mein Essen mit der ganzen Hand an. [From.GetSheHeCap] sagte, es sei nicht zu hei?zum Essen.;;[From.GetFirstName] se acerc?a la mesa y toc?mi comida con [From.GetHerHis] mano entera. [From.GetSheHeCap] dice que no est?demasiado caliente para com閞sela.;;;;;;;;;x
EVTDESCD_ZE_12094;[From.GetFirstName]看起来很生气并告诉我等到我感觉食物的温度好点了再吃。现在食物凉透了。;[From.GetFirstName] semblait en col鑢e contre moi et m'a dit d'attendre que la nourriture refroidisse un peu. Maintenant, elle est juste comme il faut.;[From.GetFirstName] schien b鰏e auf mich zu sein und sagte, ich solle eben warten, bis das Essen abgek黨lt sei. Jetzt ist es nicht mehr so hei?;;[From.GetFirstName] parec韆 enojado conmigo y me dijo que esperase hasta que sintiera que la temperatura de la comida me parezca bien. Ahora est?lo bastante fr韆.;;;;;;;;;x
EVTDESCE_ZE_12094;我跑得足够快所以我准时到达了。我们过得很开心并且仆人们看起来也很喜欢我。;J'閠ais l??temps gr鈉e ?ma vitesse de course. On s'est beaucoup amus閟, et les domestiques semblent bien m'aimer.;Ich bin ganz schnell gelaufen und rechtzeitig angekommen. Wir hatten ganz viel Spa?und ich glaube, die Diener m鰃en mich.;;Corr?muy r醦ido y llegu?a tiempo. Nos divertimos mucho y parece que le gusto a lo sirvientes.;;;;;;;;;x
EVTDESCF_ZE_12094;我到了仆人们的住处，但是我湿透了。之后我们度过了不错的时间，但他们对我外出着凉感到十分抱歉。;Une fois dans les quartiers des domestiques, apr鑣 avoir travers?une pluie battante, nous avons pass?un excellent moment, et ils 閠aient d閟ol閟 que j'aie d?sortir ainsi dans le froid.;Ich habe das Quartier der Bediensteten erreicht, aber ich wurde auf dem Weg pitschnass. Wir hatten viel Spa?und es tat ihnen wirklich leid, dass ich durch eine derartige K鋖te musste, um sie zu besuchen.;;Llegu?a las habitaciones de los sirvientes, pero me moj?mucho. Luego nos lo pasamos muy bien, y lo sintieron por haberme hecho salir con en el fr韔.;;;;;;;;;x
EVTOPTA_ZE_12094;这并不一样，我想要我自己的玩具！;Ce n'est pas le m阭e, je veux mon jouet?;Das ist nicht dasselbe! Ich will mein Spielzeug!;;o es lo mismo, quiero mi juguete!;;;;;;;;;x
EVTOPTB_ZE_12094;好吧那。;D'accord.;Na ja, in Ordnung.;;Entonces, vale;;;;;;;;;x
EVTOPTC_ZE_12094;它好臭！;C'est nul?;Es gef鋖lt mir nicht!;;pesta!;;;;;;;;;x
EVTOPTD_ZE_12094;哦我想我失去它了。;Oh, je croyais l'avoir perdu.;Oh, ich dachte schon, ich h鋞te es verloren.;;Vaya, pens?que lo hab韆 perdido.;;;;;;;;;x
EVTOPTE_ZE_12094;但现在[From.GetSheHe]碰过饭了。;Mais maintenant, [From.GetSheHe] a mis ses doigts dedans.;Aber jetzt hat [From.GetSheHe] es angefasst.;;Pero ahora [From.GetSheHe] lo toc?;;;;;;;;;x
EVTOPTF_ZE_12094;我想这没啥大不了的。;Je suppose que 鏰 ira.;Vermutlich ist es so in Ordnung.;;Supongo que est?bien.;;;;;;;;;x
EVTOPTG_ZE_12094;但现在其中一些已经凉透了。;Mais maintenant, une partie est trop froide.;Aber jetzt ist es teilweise zu kalt.;;Pero una parte est?demasiado fr韆.;;;;;;;;;x
EVTOPTH_ZE_12094;好吧，我会吃这凉饭的。;Bon, je vais manger la nourriture froide.;In Ordnung, dann esse ich mein Essen eben kalt.;;Bueno, comer?la comida fr韆.;;;;;;;;;x
EVTOPTI_ZE_12094;真TM好吃。;Miam miam.;Lecker.;;補m 馻m.;;;;;;;;;x
EVTOPTJ_ZE_12094;我感觉不太好。;Je ne me sens pas tr鑣 bien...;Ich f黨le mich etwas unwohl.;;No me siento bien.;;;;;;;;;x
EVTDESCA_ZE_12096;我对买新玩具的许可被[From.GetFirstName]拒绝了。[From.GetSheHeCap]对我会有这样的建议非常不满。;[From.GetFirstName] a rejet?ma proposition de lui offrir un nouveau jouet. Le simple fait de proposer une telle chose a d閏lench?sa col鑢e.;[From.GetFirstName] lehnte meinen Vorschlag, etwas Neues zu kaufen, ab. [From.GetSheHeCap] scheint zornig zu sein, dass ich so etwas 黚erhaupt vorschlagen konnte.;;[From.GetFirstName] rechaz?mi oferta de comprar un juguete nuevo. [From.GetSheHeCap] se siente molesto/a de haber propuesto tal cosa.;;;;;;;;;x
EVTDESCB_ZE_12096;[From.GetFirstName]愿意第二天去买个新玩具并且终于消停下来了。;[From.GetFirstName] a accept?d'aller acheter un nouveau jouet le lendemain, et le calme est revenu.;[From.GetFirstName] war damit einverstanden, morgen ein neues Spielzeug zu kaufen und gab endlich Ruhe.;;[From.GetFirstName] accedi?a ir a buscar un juguete nuevo al d韆 siguiente y finalmente se calm?;;;;;;;;;x
EVTDESCC_ZE_12096;我在垃圾堆中找到了[From.GetFirstName]不停哭闹想要的玩具。但是[From.GetSheHe]并不满意，因为它太臭了。;J'ai trouv?le jouet pour lequel pleurait [From.GetFirstName] apr鑣 avoir fouill?dans les poubelles. Mais [From.GetSheHe] d閠este de sa nouvelle odeur.;Ich habe das Spielzeug gefunden, das [From.GetFirstName] tr鋘enreich suchte. Wie sich herausstellte, lag es im M黮l. Leider ist [From.GetSheHe] noch immer nicht zufrieden, denn nun riecht es etwas schlecht.;;Encontr?que el juguete por el que [From.GetFirstName] lloraba tras pasar por la basura. Pero ahora [From.GetSheHe] no est?satisfecho/a porque huele mal.;;;;;;;;;x
EVTDESCD_ZE_12096;[From.GetFirstName]在我找到[From.GetHerHis]玩具后终于睡下了。;[From.GetFirstName] a fini par s'endormir maintenant que j'ai trouv?son jouet.;[From.GetFirstName] schlief endlich ein, nachdem ich sein/ihr Spielzeug gefunden hatte.;;[From.GetFirstName] finalmente se durmi?despu閟 de que encontrase [From.GetHerHis] juguete.;;;;;;;;;x
EVTDESCE_ZE_12096;不论我做什么或不做什么，看起来没有一个好的方法能让[From.GetFirstName]缓和下来。[From.GetSheHeCap]什么都不想吃而我也没精力跟这事儿瞎闹腾了。;Peu importe ce que je fais ou ce que j'関ite de faire, il ne semble pas y avoir de bonne technique pour calmer [From.GetFirstName]. [From.GetSheHeCap] ne mangera rien, et je n'ai plus d'閚ergie pour m'occuper de 鏰.;Ganz gleich, was ich tue oder nicht tue, [From.GetFirstName] will sich einfach nicht entspannen. [From.GetSheHeCap] isst nun 黚erhaupt nichts mehr und allm鋒lich verliere ich die Geduld.;;No importa lo que hago o dejo de hacer, o evitar hacer, parece que no hay ning鷑 modo de conseguir que [From.GetFirstName] se relaje. [From.GetSheHeCap] ahora no comer?nada y no tengo m醩 energ韆 para ocuparme de esto..;;;;;;;;;x
EVTDESCF_ZE_12096;[From.GetFirstName] finally decided to eat [From.GetHerHis] food.;[From.GetFirstName] a finalement d閏id?de manger sa nourriture.;[From.GetFirstName] m鯿hte nun endlich wieder etwas essen.;;[From.GetFirstName] finalmente decidi?tomarse [From.GetHerHis] comida.;;;;;;;;;x
EVTOPTA_ZE_12096;这孩子一点都不愉快。;L'enfant est impossible ?satisfaire.;Diesem Kind kann man es einfach nicht recht machen.;;No hay forma de complacer a este ni駉.;;;;;;;;;x
EVTOPTB_ZE_12096;终于解脱了。;Quel soulagement?;Welch eine Erleichterung.;;Qu?alivio.;;;;;;;;;x
EVTOPTC_ZE_12096;好臭！;C'est nul?;Es ist schrecklich!;;pesta!;;;;;;;;;x
EVTOPTD_ZE_12096;哦我想我失去它了;Oh, je croyais l'avoir perdu.;Oh, ich dachte schon, ich h鋞te es verloren.;;Vaya, pens?que lo hab韆 perdido.;;;;;;;;;x
EVTOPTE_ZE_12096;没救。;D閟esp閞ant.;Hoffnungslos.;;No tiene remedio;;;;;;;;;x
EVTOPTF_ZE_12096;终于来临和平。;Enfin la paix.;Endlich Frieden.;;Paz al fin.;;;;;;;;;x
EVTDESCA_ZE_12110;[idolizer_events_char_1.GetTitledName]对我真的很好。而且[idolizer_events_char_1.GetSheHe]好像什么都懂。;[idolizer_events_char_1.GetTitledName] fait preuve d'閚orm閙ent de gentillesse ?mon 間ard, et [idolizer_events_char_1.GetSheHe] semble conna顃re tellement de choses sur tant de sujets diff閞ents.;[idolizer_events_char_1.GetTitledName] ist so freundlich zu mir. Und [idolizer_events_char_1.GetSheHe] scheint 黚er beinahe alles jede Menge zu wissen.;;[idolizer_events_char_1.GetTitledName] me trata tan bien. Y parece que [idolizer_events_char_1.GetSheHe] sabe mucho de todo.;;;;;;;;;x
EVTDESCB_ZE_12110;和[idolizer_events_char_2.GetFirstName]一起度过时间真的绝赞。我们处得很好。甚至一起忙于那些琐事的时候时间也是过得那么快。;C'est super de passer du temps avec [idolizer_events_char_2.GetFirstName]. On s'entend tellement bien que m阭e quand nous faisons les corv閑s, le temps passe plus rapidement si nous sommes ensemble.;Ich bin gern mit [idolizer_events_char_2.GetFirstName] zusammen. Wir kommen wirklich gut miteinander aus. Selbst bei den langweiligsten Arbeiten vergeht die Zeit wie im Flug.;;Pasar tiempo con [idolizer_events_char_2.GetFirstName] es genial. Nos llevamos tan bien. Incluso cuando hacemos tareas juntos el tiempo pasa volando.;;;;;;;;;x
EVTDESCC_ZE_12110;我和[Root.Religion.GetPriestTitle]一起祷告了很久很久，殿堂中的很多人已经打算离开了。;J'ai pri?avec le [Root.Religion.GetPriestTitle] un bon moment, et certaines des autres personnes du temple se pr閜arent ?partir.;Ich bin nun schon eine ganze Weile mit [Root.Religion.GetPriestTitle] ins Gebet vertieft und die anderen Besucher des Tempels r黶ten zum Aufbruch.;;Yo he estado orando con el [Root.Religion.GetPriestTitle] durante un tiempo y algunas de las otras personas en el templo se est醤 preparando para salir.;;;;;;;;;x
EVTOPTA_ZE_12110;我要为[idolizer_events_char_1.GetHerHim]写首歌！;Je lui 閏rirai une chanson?;Ich werde ein Lied f黵 [idolizer_events_char_1.GetSheHe] schreiben!;;oy a escribir[idolizer_events_char_1.GetHerHim] una canci髇!;;;;;;;;;x
EVTOPTB_ZE_12110;我应该告诉我的臣子们我喜欢这儿。;Je devrais dire aux courtisans que j'aime bien cet endroit.;Ich muss allen Leuten bei Hof erz鋒len, dass es mir hier gef鋖lt.;;Debo decirles a los cortesanos que me gusta este sitio.;;;;;;;;;x
EVTOPTC_ZE_12110;[idolizer_events_char_2.GetSheHe]在身边时每件事都变得顺心。;Tout est mieux lorsqu'[idolizer_events_char_2.GetSheHe] est dans le coin.;Alles ist sch鰊er, wenn [idolizer_events_char_2.GetSheHe] dabei ist.;;Todo es mejor cuando [idolizer_events_char_2.GetSheHe] est?presente.;;;;;;;;;x
EVTOPTD_ZE_12110;我要和[idolizer_events_char_2.GetHerHim]做一辈子的朋友。;Nous serons, [idolizer_events_char_2.GetHerselfHimself] et moi, amis pour toujours.;Wir werden f黵 alle Zeiten Freunde sein.;;[idolizer_events_char_2.GetSheHeCap] y yo seremos amigos/as para siempre.;;;;;;;;;x
EVTOPTE_ZE_12110;[Root.Religion.GetRandomGodNameCap]会布告我的贡献。;[Root.Religion.GetRandomGodNameCap] remarquera mon d関ouement.;[Root.Religion.GetRandomGodNameCap] wird meine Hingabe bemerken.;;[Root.Religion.GetRandomGodNameCap] se dar?cuenta de mi dedicaci髇.;;;;;;;;;x
EVTOPTF_ZE_12110;我可以为自己收集并留下救济金。;Je peux collecter l'aum鬾e et la garder pour moi.;Ich kann Almosen sammeln und sie dann f黵 mich selbst behalten.;;Puedo guardarme la limosna para m?;;;;;;;;;x
EVTDESCA_ZE_12112;[From.GetFirstName]特地为我写了一首歌。显然[From.GetSheHe]想让我知道我是世界上最棒的人。;[From.GetFirstName] a 閏rit une chanson en mon honneur. Apparemment, [From.GetSheHe] veut que je sache que je suis la meilleure personne du monde.;[From.GetFirstName] hat ein Lied zu meinen Ehren geschrieben. Offenbar m鯿hte [From.GetSheHe] mir sagen, dass ich der beste Mensch auf der ganzen Welt bin.;;[From.GetFirstName] ha escrito una canci髇 en mi honor. Por lo visto [From.GetSheHe] quiere que sepa que soy la mejor persona del mundo.;;;;;;;;;x
EVTDESCB_ZE_12112;[From.GetFirstName]告诉我这里的每个人都那么亲切。[From.GetSheHeCap]保证每个人都知道[From.GetSheHe]对此有多么地感激。;[From.GetFirstName] m'a dit qu'ici, tout le monde est tr鑣 gentil. [From.GetSheHeCap] veut s'assurer que tout le monde sache ?quel point [From.GetSheHe] m'est redevable.;[From.GetFirstName] hat mir gesagt, dass alle hier so nett sind. [From.GetSheHeCap] m鯿hte, dass alle wissen, wie dankbar [From.GetSheHe] ist.;;[From.GetFirstName] me dijo que aqu?todos son amables. [From.GetSheHeCap] se asegurar?de que todos sepan lo agradecido/a que [From.GetSheHe] est?;;;;;;;;;x
EVTDESCC_ZE_12112;[From.GetFirstName]告诉我[From.GetSheHe]真的很享受和我一起度过的时光，我让[From.GetHerHis]日子美好了很多。;[From.GetFirstName] me dit qu'[From.GetSheHe] adore passer du temps avec moi. Ses journ閑s sont tellement plus agr閍bles en ma compagnie.;[From.GetFirstName] sagt, dass [From.GetSheHe] wirklich gern in meiner Gesellschaft ist und furchtbar gern Zeit mit mir verbringt.;;[From.GetFirstName] me dice que a [From.GetSheHe] le encanta de verdad pasar tiempo conmigo. Hago [From.GetHerHis] d韆s mucho mejores.;;;;;;;;;x
EVTDESCD_ZE_12112;[From.GetFirstName]和我总是处的很好现在[From.GetSheHe]跟我说我们应该做一辈子的朋友。;[From.GetFirstName] et moi nous entendons bien et maintenant, [From.GetSheHe] m'a dit qu'on devrait rester amis pour toujours.;[From.GetFirstName] und ich kommen gut miteinander aus und nun hat [From.GetSheHe] mir gesagt, dass wir f黵 immer Freunde sein werden.;;[From.GetFirstName] y yo siempre llevamos bien, y ahora [From.GetSheHe] me dijo que deber韆mos seguir siendo amigos para siempre.;;;;;;;;;x
EVTOPTA_ZE_12112;我可以讲个让[From.GetHerHim]印象深刻的故事。;Je peux raconter des histoires pour l'impressionner.;Ich kann Geschichten erz鋒len, um [From.GetHerHim] zu beeindrucken.;;Puedo contar historias para impresionar[From.GetHerHim].;;;;;;;;;x
EVTOPTB_ZE_12112;我只是个有责任感的大人。;Je suis simplement un adulte responsable.;Ich wei?eben, was Verantwortung ist.;;Solo soy un adulto responsable.;;;;;;;;;x
EVTOPTC_ZE_12112;[From.GetSheHeCap]在我身边让我很开心。;[From.GetSheHeCap] est adorable. C'est un plaisir d'阾re en sa pr閟ence.;[From.GetSheHeCap] ist wirklich eine gute Gesellschaft.;;[From.GetSheHeCap] es una alegr韆 tenerlo aqu?;;;;;;;;;x
EVTOPTD_ZE_12112;我亲了[From.GetFirstName]的脸颊。;Je l'embrasserai sur la joue.;Ich k黶se [From.GetFirstName] auf die Wange.;;Besar?a [From.GetFirstName] en la mejilla.;;;;;;;;;x
EVTOPTE_ZE_12112;[From.GetSheHeCap]很亲切。但是我并不这么觉得。;[From.GetSheHeCap] est la gentillesse incarn閑, mais je ne ressens pas la m阭e chose.;[From.GetSheHeCap] ist sehr nett. Aber ich teile diese Ansichten nicht.;;[From.GetSheHeCap] es amable. Pero no me lo parece.;;;;;;;;;x
EVTOPTF_ZE_12112;我可以一直指望[From.GetFirstName]。;Je peux toujours compter sur [From.GetFirstName].;Auf [From.GetFirstName] kann ich mich jederzeit verlassen.;;Siempre puedo contar con [From.GetFirstName].;;;;;;;;;x
EVTDESCA_ZE_12114;[From.GetFirstName] was very happy for my gesture. [From.GetSheHeCap] agreed that [From.GetHerHis] exceptional personality and skill is worthy of songs and praise. Now the others could see [From.GetHerHim] for what [From.GetSheHe] is.;[From.GetFirstName] 閠ait aux anges suite ?mon geste. [From.GetSheHeCap] est d'accord que sa personnalit?et ses comp閠ences exceptionnelles valent bien une chanson et des 閘oges. Maintenant, les autres sauront qui [From.GetSheHe] est vraiment.;[From.GetFirstName] freute sich 黚er meine Geste und ist der Meinung, Lieder und Lobpreisung verdient zu haben. Nun k鰊ne jeder erfahren, was f黵 Qualit鋞en [From.GetSheHe] habe.;;[From.GetFirstName] estaba muy feliz por mi gesto. [From.GetSheHeCap] coincidi?en que [From.GetHerHis] habilidad y personalidad excepcional es digna de alabanza y de canciones. Ahora los dem醩 podr韆 apreciar[From.GetHerHim] por c髆o es [From.GetSheHe].;;;;;;;;;x
EVTDESCB_ZE_12114;[From.GetFirstName] was humbled by the song I had written. But [From.GetSheHeCap] wanted to make a point of being just an ordinary person, and that I shouldn't give [From.GetHerHim] more credit than [From.GetSheHe] deserves.;L'閙otion s'est faite sentir chez [From.GetFirstName] lors de la d閏ouverte de la chanson que j'ai 閏rite, mais [From.GetSheHe] voulait simplement rester une personne ordinaire. [From.GetSheHeCap] a dit que je ne devrais pas faire ses 閘oges plus qu'[From.GetSheHe] ne le m閞ite.;[From.GetFirstName] f黨lte sich durch das Lied geschmeichelt, beharrte jedoch darauf, ein ganz normaler Mensch zu sein, mit St鋜ken und Schw鋍hen wie jeder Mensch. Das solle ich nicht vergessen.;;[From.GetFirstName] se sinti?mortificado por la canci髇 que hab韆 escrito. Pero [From.GetSheHeCap] quer韆 dejar claro que es simplemente una persona ordinaria, y que no debo dar[From.GetHerHim] m醩 cr閐ito del que [From.GetSheHe] merece.;;;;;;;;;x
EVTDESCC_ZE_12114;[From.GetFirstName] said that I'm also wonderful to be around. Then [From.GetSheHe] gave me a kiss on the cheek and ran away.;[From.GetFirstName] a dit que c'閠ait fabuleux d'阾re ?mes c魌閟, m'embrassant sur la joue avant de filer.;[From.GetFirstName] meinte, meine Gesellschaft sei ebenfalls ein Segen. Dann gab [From.GetSheHe] mir einen Kuss auf die Wange und lief davon.;;[From.GetFirstName] me dijo que tambi閚 es maravilloso tenerme aqu? A continuaci髇 [From.GetSheHe] me dio un beso en la mejilla y se escap?corriendo.;;;;;;;;;x
EVTDESCD_ZE_12114;[From.GetFirstName]在我倾诉[From.GetHerHim]我的内心时看起来有点不安。[From.GetSheHeCap]说这说起来是很棒，但是也许我们应该少在一起了。;La malaise 閠ait clair quand j'ai dit ?[From.GetFirstName] ce que je ressentais. [From.GetSheHeCap] m'a dit que c'閠ait flatteur, mais que l'on devrait peut-阾re passer moins de temps ensemble.;[From.GetFirstName] war etwas verlegen, als ich ihm/ihr davon erz鋒lte. [From.GetSheHeCap] meinte, das sei erfreulich, aber dass wir uns in Zukunft vielleicht weniger h鋟fig treffen sollten.;;[From.GetFirstName] parec韆 un poco inquieto cuando [From.GetHerHim] dije c髆o me sent韆. [From.GetSheHeCap] dijo que era algo bueno de decir, pero tal vez deber韆mos pasar menos tiempo juntos.;;;;;;;;;x
